dc:identifier,dc:title,dc:creator,prism:coverDate,prism:doi,citedby-count,affiliation,subtypeDescription,abstract
85073437790,The rediscovery of brand experience dimensions with big data analysis: Building for a sustainable brand,Oh J.S.,2019-10-01,10.3390/su11195438,4,Business School Lausanne,Article,
85070838805,"Older Consumers, Digital Marketing, and Public Policy: A Review and Research Agenda",Nunan D.,2019-10-01,10.1177/0743915619858939,60,Portsmouth Business School,Article,
85070798053,"Assessment of digital technology adoption and access barriers among crop, dairy and livestock producers in Wisconsin",Drewry J.L.,2019-10-01,10.1016/j.compag.2019.104960,59,,Article,
85074073826,Using data to maximise event impact and return on investment,Petrini K.,2019-09-01,,0,,Article,
85068956874,Establishing an automated brand index based on opinion mining: analysis of printed and social media,Nuortimo K.,2019-09-01,10.1057/s41270-019-00060-9,5,Oulun Yliopisto,Article,
85065914199,A systematic literature review of big data adoption in internationalization,Dam N.A.K.,2019-09-01,10.1057/s41270-019-00054-7,28,Université du Québec à Trois-Rivières,Article,
85058838991,Consumer Information for Data-Driven Decision Making: Teaching Socially Responsible Use of Data,Walker K.L.,2019-08-01,10.1177/0273475318813176,14,"California State University, Northridge",Article,
85058695229,Customer Journey Mapping as a New Way to Teach Data-Driven Marketing as a Service,Micheaux A.,2019-08-01,10.1177/0273475318812551,39,Université de Lille,Article,
85069886767,Competition and Competition Policy in a Data-Driven Economy,Haucap J.,2019-07-01,10.1007/s10272-019-0825-0,9,Heinrich-Heine-Universität Düsseldorf,Article,
85041125139,Detecting Address Uncertainty in Loyalty Card Data,Lloyd A.,2019-06-15,10.1007/s12061-018-9250-1,5,University College London,Article,
85063353269,Real-time co-creation and nowness service: lessons from tourism and hospitality,Buhalis D.,2019-06-13,10.1080/10548408.2019.1592059,380,Faculty of Management,Article,
85066108304,The marketing organization’s journey to become data-driven,Zahay D.,2019-06-06,10.1108/JRIM-12-2018-0157,32,St. Edward's University,Article,
85064924628,“We power democracy”: Exploring the promises of the political data analytics industry,Simon F.,2019-05-27,10.1080/01972243.2019.1582570,11,University of Oxford,Article,
85066460941,Personality or value: A comparative study of psychographic segmentation based on an online review enhanced recommender system,Liu H.,2019-05-01,10.3390/app9101992,23,Central China Normal University,Article,
85067101690,Construction of integrated services early warning analysis system in pre-environment of Zhangzhou tobacco data center,Zhang H.,2019-04-28,10.16472/j.chinatobacco.2018.095,2,Zhangzhou Municiple Tobacco Company,Article,
85062346772,DataWarrior: an evaluation of the open-source drug discovery tool,López-López E.,2019-04-03,10.1080/17460441.2019.1581170,68,Universidad Nacional Autónoma de México,Article,
85065070670,Developing a Work-Ready Social Media Marketing Analytics Course: A Model to Cultivate Data-Driven and Multiperspective Strategy Development Skills,Kim Y.,2019-04-01,10.1111/dsji.12175,9,"California State University, Fullerton",Article,
85067276473,Modelling the impact of transit media on information spreading in an urban space using cellular automata,Małecki K.,2019-03-01,10.3390/sym11030428,10,"West Pomeranian University of Technology, Szczecin",Article,
85058171515,Propensity-score-based priors for Bayesian augmented control design,Lin J.,2019-03-01,10.1002/pst.1918,35,AbbVie,Article,
85053174982,Establishing high value markets for data-driven customer relationship management systems: An empirical case study,Chiang W.Y.,2019-02-20,10.1108/K-10-2017-0357,25,Aletheia University,Article,
85047409670,Mutual information and sensitivity analysis for feature selection in customer targeting: A comparative study,Barraza N.,2019-02-01,10.1177/0165551518770967,32,Universidad Nacional de Tres de Febrero,Article,
85078255452,Smart sustainable data-driven manufacturing: Cyber-physical production systems and internet of things sensing networks,Fielden A.,2019-01-01,10.22381/JSME7420191,8,The Institute of Smart Big Data Analytics,Article,
85077389460,Embracing AI and Big Data in customer journey mapping: From literature review to a theoretical framework,Arco M.D.,2019-01-01,10.21511/im.15(4).2019.09,15,Università degli Studi di Salerno,Article,
85076424296,"""asset exchange"" - Interactions between patient groups and pharmaceutical industry: Australian qualitative study",Parker L.,2019-01-01,10.1136/bmj.l6694,20,Faculty of Medicine and Health,Article,
85075251784,Comparing data-driven methods for extracting knowledge from user generated content,Saura J.R.,2019-01-01,10.3390/joitmc5040074,15,Universidad Rey Juan Carlos,Article,
85074501051,"Cyber-physical production networks and advanced digitalization in industry 4.0 manufacturing systems: Sustainable supply chain management, organizational resilience, and data-driven innovation",Nica E.,2019-01-01,10.22381/JSME7320194,35,Bucharest University of Economic Studies,Article,
85074426809,Out-of-home and top of mind: Moving beyond panels in out-of-home marketing,Duminil I.,2019-01-01,,0,JCDecaux Singapore,Article,
85074410494,Closing the skills gap: Finding skilled analytics professionals for a dynamically changing data-driven environment,Stanton A.,2019-01-01,,6,Radford University,Article,
85073590114,"Business analytics in manufacturing: Current trends, challenges and pathway to market leadership",Omar Y.M.,2019-01-01,10.1016/j.orp.2019.100127,31,University of Luxembourg,Article,
85070555586,Data-driven marketing to accelerate decision making,Kawada K.,2019-01-01,,3,Fujitsu Limited,Article,
85068913895,Towards the Adoption of Machine Learning-Based Analytical Tools in Digital Marketing,Miklosik A.,2019-01-01,10.1109/ACCESS.2019.2924425,78,University of Economics Bratislava,Article,
85067657512,How to leverage calls to action to simultaneously improve user experience and conversions,Obiedzinski M.,2019-01-01,,0,Stamats,Article,
85067647243,"Marketing, the change catalyst for digital business transformation: Lessons learned from the modernisation of a B2B marketing organisation",Dasser M.,2019-01-01,,4,Telekom Malaysia Berhad,Article,
85065759570,Can data-driven precision marketing promote user ad clicks? Evidence from advertising in WeChat moments,Yu C.,2019-01-01,10.1016/j.indmarman.2019.05.001,44,South China University of Technology,Article,
85064230802,Marketing analytics in the age of machine learning,Booth D.,2019-01-01,,8,Cardinal Path,Article,
85064150235,Applying a delta opportunity index to paid media budget planning,Kamena R.,2019-01-01,,1,Institut de Recherche en Immunologie et en Cancérologie de l’Université de Montréal,Article,
85054698498,A data-driven two-level clustering model for driving pattern analysis of electric vehicles and a case study,Li X.,2019-01-01,10.1016/j.jclepro.2018.09.184,41,Hefei University of Technology,Article,
85064211382,"Quantifying the importance, contribution and efficiency of cotton inc.’s paid, owned and earned media through customer journey modelling",Sciarrino J.,2018-12-01,,1,The University of Texas at Austin,Article,
85060914151,Data-Driven Opportunities from an Account-Based Fare Payment System,Chan R.,2018-12-01,10.1177/0361198118798242,0,Chicago Transit Authority,Article,
85056384985,New Technology Research and Practices in Digital Publishing in China,Niu Y.,2018-12-01,10.1007/s12109-018-9609-9,1,China National Publications Import and Export (Group) Corporation,Article,
85051565677,On the monetary impact of fashion design piracy,Appel G.,2018-12-01,10.1016/j.ijresmar.2018.08.003,8,USC Marshall School of Business,Article,
85054033984,Flexible estimation of time-varying effects for frequently purchased retail goods: a modeling approach based on household panel data,Baumgartner B.,2018-10-01,10.1007/s00291-018-0530-6,5,Osnabrück University,Article,
85053777088,The Internet of Things Is Digitizing and Transforming Science,Tayi A.,2018-10-01,10.1177/2472630318788533,7,TetraScience Inc.,Article,
85052050617,Big Data Analytics in Operations Management,Choi T.,2018-10-01,10.1111/poms.12838,479,The Hong Kong Polytechnic University,Article,
85058166324,"To Thrive in Today’s Marketing Landscape, Embrace Schizophrenia!",Tobaccowala R.,2018-09-02,10.1080/10641734.2018.1497347,4,Publicis Group,Article,
85059198426,"From knowing to doing: A framework to discover, engage with and motivate the person behind the data",Lauscher P.,2018-09-01,,1,Lauscher Consulting,Article,
85053193800,A hierarchical framework for ad inventory allocation in programmatic advertising markets,Li J.,2018-09-01,10.1016/j.elerap.2018.09.001,8,Institute of Automation Chinese Academy of Sciences,Article,
85050619256,A data-driven method to detect adverse drug events from prescription data,Zhan C.,2018-09-01,10.1016/j.jbi.2018.07.013,9,University of South Australia,Article,
85046152598,Estimating time-varying parameters in brand choice models: A semiparametric approach,Guhl D.,2018-09-01,10.1016/j.ijresmar.2018.03.003,7,Humboldt-Universität zu Berlin,Article,
85059279155,Social media’s return on investment in an integrated marketing campaign: Media mix modelling,Wilcox G.,2018-06-01,,3,The University of Texas at Austin,Article,
85059278339,Shifting processes: How to enable marketers to leverage a self-service platform,Price L.,2018-06-01,,1,"WW International, Inc.",Article,
85049898863,A prediction method for the cellphone replacement: Rough set-based analysis,Deng W.,2018-05-19,10.1080/09720529.2018.1491099,0,Chongqing University of Posts and Telecommunications,Article,
85041726483,Food tourism subsegments: A data-driven analysis,Robinson R.N.S.,2018-05-01,10.1002/jtr.2188,57,The University of Queensland Business School,Article,
85041635350,Unlocking competitiveness through scent names: A data-driven approach,Meng H.(.,2018-05-01,10.1016/j.bushor.2018.01.004,5,Longwood University,Article,
85038371040,Game-Theoretic Cross Social Media Analytic: How Yelp Ratings Affect Deal Selection on Groupon?,Wang C.Y.,2018-05-01,10.1109/TKDE.2017.2779494,11,"Academia Sinica, Research Center for Information Technology Innovation",Article,
85047767798,"Solution to detect, classify, and report illicit online marketing and sales of controlled substances via twitter: Using machine learning and web forensics to combat digital opioid access",Mackey T.,2018-04-01,10.2196/10029,58,Department of Anesthesiology,Article,
85031824387,An impulse to exploit: the behavioral turn in data-driven marketing,Nadler A.,2018-03-15,10.1080/15295036.2017.1387279,37,Ursinus College,Article,
85059177398,From analytics to conversion rate optimisation,Pavan E.,2018-03-01,,1,Analytics Boosters,Article,
85041191357,Top persuader prediction for social networks,Fang X.,2018-03-01,10.25300/MISQ/2018/13211,40,Alfred Lerner College of Business And Economics,Article,
85060934899,"Responsible gambling:The need for collaborative government, industry, community and consumer involvement",Blaszczynski A.,2018-01-01,10.1024/0939-5911/a000564,7,The University of Sydney,Article,
85059961248,"Segmentation, incentives, and privacy",Nissim K.,2018-01-01,10.1287/moor.2017.0903,2,Georgetown University,Article,
85058122209,Big data approaches and outcome of information asymmetry: Opportunities for future research,Mandlik M.A.,2018-01-01,10.1504/IJBCRM.2018.095287,2,The University of Auckland,Article,
85044360916,Data driven marketing as a new approach to business development and sales methods,Veynberg R.,2018-01-01,,4,Plekhanov Russian University of Economics,Article,
85010700201,Emerging social media ‘platform’ approaches to alcohol marketing: a comparative analysis of the activity of the top 20 Australian alcohol brands on Facebook (2012-2014),Carah N.,2018-01-01,10.1080/09581596.2017.1282154,16,The University of Queensland,Article,
85038823490,Internet marketing model based on big data analysis and perception,Ren Y.,2017-12-15,,2,Beijing Forestry University,Article,
85037539957,Forecasting success via early adoptions analysis: A data-driven study,Rossetti G.,2017-12-01,10.1371/journal.pone.0189096,6,Istituto di Scienza e Tecnologie dell'Informazione A. Faedo,Article,
85039068308,Online Healthy Food Experiments: Capturing Complexity by Using Choice-Based Conjoint Analysis,Sigurdsson V.,2017-11-01,10.1007/s40614-017-0114-9,14,Reykjavík University,Article,
85034670112,Exploring sales data during a healthy corner store intervention in Toronto: The food retail environments shaping health (FRESH) project,Minaker L.,2017-10-01,10.24095/hpcdp.37.10.04,14,University of Waterloo,Article,
85030228859,Higher patient satisfaction with antidepressants correlates with earlier drug release dates across online user-generated medical databases,Siskind S.,2017-10-01,10.1002/prp2.355,0,Trinity Health Michigan,Article,
85015764406,Building agent-based decision support systems for word-of-mouth programs: A freemium application,Chica M.,2017-10-01,10.1509/jmr.15.0443,61,Universitat Oberta de Catalunya,Article,
85042489531,The Datification of Human Resources,Gobble M.A.M.,2017-09-03,10.1080/08956308.2017.1348143,5,,Article,
85020799716,A multidisciplinary perspective of big data in management research,Sheng J.,2017-09-01,10.1016/j.ijpe.2017.06.006,146,University of Bristol,Article,
85009963958,Mobile app adoption in different life stages: An empirical analysis,Frey R.M.,2017-09-01,10.1016/j.pmcj.2017.01.006,33,ETH Zürich,Article,
85018826283,Quantitative Analysis for Country Classification in the Construction Industry,Lee K.W.,2017-07-01,10.1061/(ASCE)ME.1943-5479.0000522,24,International Contractors Association of Korea,Article,
85029862792,"The rise (and fall?) of HR analytics: A study into the future application, value, structure, and system support",van den Heuvel S.,2017-06-05,10.1108/JOEPP-03-2017-0022,109,Utrecht University of Applied Sciences,Article,
85020402280,Incorporating Reporting Efforts to Manage and Improve Health and Wellness Programs,Wells T.S.,2017-06-01,10.1089/pop.2016.0046,2,"Optum, Inc.",Article,
84953410389,A framework for increasing the value of predictive data-driven models by enriching problem domain characterization with novel features,Moro S.,2017-06-01,10.1007/s00521-015-2157-8,16,Iscte – Instituto Universitário de Lisboa,Article,
85017208794,A novel pen-based Bluetooth-enabled insulin delivery system with insulin dose tracking and advice,Bailey T.,2017-05-04,10.1080/17425247.2017.1313831,33,AMCR Institute,Article,
85046651511,A real-world perspective: Building and executing an integrated customer engagement roadmap that bridges the gaps in traditional medical device development processes,Goldenberg S.J.,2017-05-01,10.1177/1745790418770598,7,NAMSA,Article,
85016462394,Transforming vaccines supply chains in Nigeria,Sarley D.,2017-04-19,10.1016/j.vaccine.2016.11.068,41,Bill &amp; Melinda Gates Foundation,Article,
84996482980,Customers churn prediction and marketing retention strategies. An application of support vector machines based on the AUC parameter-selection technique in B2B e-commerce industry,Gordini N.,2017-04-01,10.1016/j.indmarman.2016.08.003,95,Università degli Studi di Milano-Bicocca,Article,
84966700854,Uncovering and predicting the dynamic process of information cascades with survival model,Yu L.,2017-02-01,10.1007/s10115-016-0955-7,17,Tsinghua University,Article,
85022202688,Improving banner ad strategies through predictive modeling,Obal M.W.,2017-01-01,10.1108/JRIM-08-2016-0092,8,University of Massachusetts Lowell,Article,
85014012199,Multiscale stochastic prediction of electricity demand in smart grids using Bayesian networks,Bassamzadeh N.,2017-01-01,10.1016/j.apenergy.2017.01.017,77,USC Viterbi School of Engineering,Article,
84989835960,SIGMO: A decision support System for Identification of genetically modified food or feed products,Bohanec M.,2017-01-01,10.1016/j.foodcont.2016.06.032,17,"Institut ""Jožef Stefan""",Article,
84964444611,A profit-driven Artificial Neural Network (ANN) with applications to fraud detection and direct marketing,Zakaryazad A.,2016-12-15,10.1016/j.neucom.2015.10.042,103,Özyeğin Üniversitesi,Article,
85013370412,USING BIG DATA TO MODEL TIME-VARYING EFFECTS FOR MARKETING RESOURCE (RE)ALLOCATION,Saboo A.R.,2016-12-01,10.25300/MISQ/2016/40.4.06,64,J. Mack Robinson College of Business,Article,
84995902772,Clinical and regulatory considerations in pharmacogenetic testing,Schuck R.,2016-12-01,10.2146/ajhp160476,7,Food and Drug Administration,Article,
84956856657,Optimization in online content recommendation services: Beyond click-through rates,Besbes O.,2016-12-01,10.1287/msom.2015.0548,33,Columbia University,Article,
85007569943,A Quantitative Approach for Benefit-Risk Assessment Using Stochastic Multi-Criteria Discriminatory Method,Wang Y.,2016-10-01,10.1080/19466315.2016.1202135,4,Food and Drug Administration,Article,
84984639513,Crowdsourcing mobility insights – Reflection of attitude based segments on high resolution mobility behaviour data,Semanjski I.,2016-10-01,10.1016/j.trc.2016.08.016,25,Universiteit Gent,Article,
84973446598,Consumer segmentation as a means to investigate emotional associations to meals,Piqueras-Fiszman B.,2016-10-01,10.1016/j.appet.2016.05.034,21,Wageningen University &amp; Research,Article,
84985942519,Content analysis of comparative claims in drug advertisements,Boudewyns V.,2016-09-05,10.1108/IJPHM-09-2014-0055,3,RTI International,Article,
84956883177,A thousand ways to say 'Delicious!'—Categorizing expressions of deliciousness from restaurant reviews on the social network site Yelp,Ariyasriwatana W.,2016-09-01,10.1016/j.appet.2016.01.002,19,University of Hawaiʻi at Mānoa,Article,
84984982217,Sociocultural brand revitalization: The role of consumer collectives in bringing brands back to life,Närvänen E.,2016-07-11,10.1108/EJM-05-2014-0328,32,Tampere University,Article,
84978834453,Comparison on dynamic cooperation strategies of a three-echelon supply chain involving big data service provider,Wu C.X.,2016-07-01,10.13195/j.kzyjc.2015.0700,11,Tianjin University,Article,
85066040696,"Higher education administration, and leadership: Current assumptions, responsibilities, and considerations",Webber C.,2016-06-01,10.30828/real/2016.1.3,5,Mount Royal University,Article,
84961620659,Waiving in vivo studies for monoclonal antibody biosimilar development: National and global challenges,Chapman K.,2016-04-02,10.1080/19420862.2016.1145331,34,"National Centre for the Replacement, Refinement &amp; Reduction of Animals in Research (NC3Rs)",Article,
84991798406,"A case study: Analyzing city vitality with four pillars of activity - Live, work, shop, and play",Griffin M.,2016-03-01,10.1089/big.2015.0043,7,,Article,
84928193968,Multiperiod Multiproduct Advertising Budgeting: Stochastic Optimization Modeling,Beltran-Royo C.,2016-03-01,10.1016/j.omega.2015.02.013,16,Universidad Rey Juan Carlos,Article,
85027419133,An exploratory study: Analysis of Serbian tourism market and identification of major market segments,Paunovic I.,2016-01-01,,0,Singidunum University,Article,
85003583824,Predictive analytics - The future of data-driven social marketing,Niţu C.,2016-01-01,,0,Dimitrie Cantemir Christian University,Article,
84956949305,End-to-end predictive analytics and optimization in Ingram Micro's two-tier distribution business,Mookherjee R.,2016-01-01,10.1287/inte.2015.0834,8,Ingram Micro,Article,
84945466136,A novel approach to conduct the importance-satisfaction analysis for acquiring typical user groups in business-intelligence systems,Wang C.H.,2016-01-01,10.1016/j.chb.2015.08.014,27,National Chiao Tung University,Article,
85136577450,Enhancing Student Performance in Collegiate Marketing Competitions: The ECHO Judges’ Perspectives,Spiller L.,2015-11-01,10.1177/109804821501900205,1,Christopher Newport University,Article,
84943177805,"Del monte foods, Inc.: A case of thanksgiving branding",Cramer T.,2015-09-01,,0,,Article,
84914152745,Social persuasion in online and physical networks,Singh V.K.,2015-08-09,10.1109/JPROC.2014.2363986,8,Rutgers University–New Brunswick,Article,
84930252291,Factors influencing medical travel into the United States,Johnson T.J.,2015-06-01,10.1108/IJPHM-02-2013-0004,16,Rush University,Article,
84928902309,"Clustering consumers based on trust, confidence and giving behaviour: Data-driven model building for charitable involvement in the Australian not-for-profit sector",De Vries N.,2015-04-07,10.1371/journal.pone.0122133,15,"The University of Newcastle, Australia",Article,
84928911074,Uncovering the nutritional landscape of food,Kim S.,2015-03-13,10.1371/journal.pone.0118697,19,Asia Pacific Center for Theoretical Physics (APCTP),Article,
85009195771,"Big data and the future of knowledge production in marketing research: Ethics, digital traces, and abductive reasoning",Alemany Oliver M.,2015-03-01,10.1057/jma.2015.1,18,Aix Marseille Université,Article,
84923643611,Integrating risk minimization planning throughout the clinical development and commercialization lifecycle: An opinion on how drug development could be improved,Morrato E.H.,2015-02-26,10.2147/TCRM.S78202,7,Colorado School of Public Health,Article,
85012157789,Data driven narcissism: How will ‘Big data’ feed back on us?,Raab T.,2015-01-01,,2,Eberlgasse 6/3,Article,
84938602074,Layered media test drives sales for the Co-operative Energy,Bath P.,2014-10-01,10.1057/dddmp.2014.63,0,Blueberry Wave,Article,
84907179346,Selling Sales: Factors Influencing Undergraduate Business Students’ Decision to Pursue Sales Education,Allen C.,2014-08-01,10.1177/0273475314537279,28,Central Michigan University,Article,
84904563477,A data-driven approach to reverse engineering customer engagement models: Towards functional constructs,De Vries N.J.,2014-07-18,10.1371/journal.pone.0102768,19,"The University of Newcastle, Australia",Article,
84902662262,Engineering the value network of the customer interface and marketing in the data-rich retail environment,Pousttchi K.,2014-07-01,10.2753/JEC1086-4415180401,36,Universität Augsburg,Article,
84933508976,The retail market as a complex system,Pennacchioli D.,2014-01-01,10.1140/epjds/s13688-014-0033-x,20,Scuola IMT Alti Studi Lucca,Article,
84928029501,Current and future trends in human resources analytics adoption,Kapoor B.,2014-01-01,10.4018/jcit.2014010105,21,"California State University, Fullerton",Article,
84920024671,"Race, religion or sex: What makes a superbowl ad controversial?",Ghosh R.,2014-01-01,,0,Hewlett Packard Laboratories,Article,
84909602602,Uses of online survey: A case study in Thailand,Srivatanakul T.,2014-01-01,10.1007/978-3-319-12823-8_25,3,Sukhothai Thammathirat Open University,Article,
84906320834,Improved statistical signal detection in pharmacovigilance by combining multiple strength-of-evidence aspects in vigiRank: Retrospective evaluation against emerging safety signals,Caster O.,2014-01-01,10.1007/s40264-014-0204-5,76,Stockholms universitet,Article,
84902436258,Pricing a bestseller: Sales and visibility in the marketplace for mobile apps,Ifrach B.,2014-01-01,10.1145/2627534.2627551,3,Stanford Engineering,Article,
84899869341,Analysis of infinitus (China) entrepreneurial marketing strategy: A case of herbal health enterprise,Yang H.,2014-01-01,,1,Harbin Engineering University,Article,
84894300318,Organizational processes for B2B services IMC data quality,Zahay D.,2014-01-01,10.1108/JBIM-09-2011-0132,19,Aurora University,Article,
84885945615,Corpus and dictionaries: Linguistic awareness among LANSAD learners,Landure C.,2013-10-24,,6,Institut Universitaire de Technologie Hubert Curien,Article,
84884595488,The development and diffusion of customer relationship management (CRM) intelligence in business-to-business environments,Stein A.,2013-08-01,10.1016/j.indmarman.2013.06.004,45,Fox School of Business,Article,
84880663434,Leveraging microblogging big data with a modified density-based clustering approach for event awareness and topic ranking,Lee C.H.,2013-08-01,10.1177/0165551513478738,20,National Kaohsiung University of Science and Technology,Article,
84878824850,Data-driven services marketing in a connected world,Kumar V.,2013-06-01,10.1108/09564231311327021,77,J. Mack Robinson College of Business,Article,
85006024667,Engineering social contagions: Optimal network seeding in the presence of homophily,Aral S.,2013-01-01,10.1017/nws.2013.6,105,MIT Sloan School of Management,Article,
84889634244,Tourist differentiation: Developing a typology for the winter sports market,Phillips J.,2013-01-01,,9,University of Plymouth,Article,
84885029349,Influencing elections with statistics: Targeting voters with logistic regression trees,Rusch T.,2013-01-01,10.1214/13-AOAS648,9,WU Vienna University of Economics and Business,Article,
84881023035,Integrating tristimulus colorimetry into pharmaceutical development for color selection and physical appearance control: A quality-by-design approach,Hetrick E.,2013-01-01,10.1002/jps.23625,17,Eli Lilly and Company,Article,
84884637284,Emergent pricing strategy,Smith G.E.,2012-12-01,10.1108/S1069-0964(2012)0000019011,3,Carroll School of Management,Article,
84884630841,Implemented strategies in business-to-business contexts,Woodside A.G.,2012-12-01,10.1108/S1069-0964(2012)0000018018,5,Carroll School of Management,Article,
84871752483,Bayesian multi-resolution spatial analysis with applications to marketing,Hui S.,2012-12-01,10.1007/s11129-012-9122-y,14,Leonard N. Stern School of Business,Article,
84869014380,Tell me who you think you are and i tell you how you travel. Exploring the viability of market segmentation by means of travelers' stated personality: Insights from a mature market (Switzerland),Laesser C.,2012-11-19,10.3727/108354212X13412775927781,15,University of St. Gallen,Article,
84866057634,Prevention of sexually transmitted HIV infections through the President's Emergency Plan for AIDS Relief: A history of achievements and lessons learned,Ryan C.A.,2012-08-15,10.1097/QAI.0b013e31825e3149,3,Office of the Global AIDS Coordinator,Article,
84864135851,Web search queries can predict stock market volumes,Bordino I.,2012-07-19,10.1371/journal.pone.0040014,160,Yahoo Research Barcelona,Article,
84864266359,A case of collecting customer data,Mullan E.,2012-07-01,,0,,Article,
84862669055,A Comprehensive Approach to Benefit-Risk Assessment in Drug Development,Sarac S.B.,2012-07-01,10.1111/j.1742-7843.2012.00871.x,8,Technical University of Denmark,Article,
84861915897,Tilting at windmills no longer: A data-driven discussion of DTC DNA ancestry tests,Wagner J.K.,2012-06-01,10.1038/gim.2011.77,34,University of Pennsylvania,Article,
84856966451,Elucidating the conceptual structure of a business domain via exploratory network analysis of business survey data,Ngan S.C.,2012-06-01,10.1016/j.eswa.2011.12.034,4,City University of Hong Kong,Article,
84860448282,From data hoarding to data sharing,Mitchell A.,2012-04-01,10.1057/dddmp.2012.3,2,,Article,
83655190537,Biclustering: Overcoming data dimensionality problems in market segmentation,Dolnicar S.,2012-01-01,10.1177/0047287510394192,110,University of Wollongong,Article,
84455193543,New developments and research prospects in supply chain management,Chen J.,2011-12-01,,2,Tsinghua University School of Economics and Management,Article,
82755192554,How can marketing academics serve marketing practice? the new marketing DNA as a model for marketing education,Harrigan P.,2011-12-01,10.1177/0273475311420234,78,University of Southampton,Article,
80053084949,Cultural analysis of dieting consumers' construction of bodies and identities,Leipämaa-Leskinen H.,2011-09-01,10.1108/13522751111163209,5,Vaasan Yliopisto,Article,
79957832233,"MSP: Now leading, not bleeding",Cagle E.,2011-03-01,,1,,Article,
80052871444,Transforming health care service delivery and provider selection,Reiner B.I.,2011-01-01,10.1007/s10278-011-9379-9,4,VA Medical Center,Article,
80052662571,Customer portfolio analysis using the SOM,Holmbom A.H.,2011-01-01,10.1504/IJBIS.2011.042397,19,Åbo Akademi University,Article,
79551691593,Privacy regulation and online advertising,Goldfarb A.,2011-01-01,10.1287/mnsc.1100.1246,325,Rotman School of Management,Article,
77952060099,The big mack attack,,2010-04-01,,0,,Article,
84996146118,How a Data-Driven Quality Management System Can Manage Compliance Risk in Clinical Trials,Djali S.,2010-01-01,10.1177/009286151004400402,1,Tibotec Inc.,Article,
77954322326,The new era of mobile,Wilson J.,2010-01-01,,1,,Article,
70549098903,Cross-media marketers,Ninness M.,2009-12-01,,0,,Article,
70449707615,Integrated marketing communications: From media channels to digital connectivity,Mulhern F.,2009-11-24,10.1080/13527260902757506,142,Northwestern University,Article,
77952141925,"A solid sales plan requires scrutiny of device&amp;rsquo;s clinical, economic worth",Numerof R.,2009-05-01,,0,Numerof and Associates Inc. (NAI,Article,
84879595283,"Building relationships with major‐gift donors: A major‐gift decision‐making, relationship‐building model",Knowles P.,2009-01-01,10.1080/10495140802662580,13,Clemson University,Article,
78651572164,"Narrowcast pricebook-driven persuasion: Engagement at point of influence, purchase and consumption in distributed retail environments",Russell M.G.,2009-01-01,10.4304/jsw.4.4.365-373,5,Stanford University,Article,
50849112425,A system dynamics model as a decision aid in evaluating and communicating complex market entry strategies,Otto P.,2008-11-01,10.1016/j.jbusres.2007.11.013,14,School of Management,Article,
75849141766,Are green tourists a managerially useful target segment?,Dolnicar S.,2008-10-16,10.1080/10507050801984826,24,University of Wollongong,Article,
60749095237,Acquaint yourself with digital print,Golding A.,2008-10-01,,0,,Article,
54049094431,Transforming paper into mail,Vruno M.,2008-09-01,,0,,Article,
75849149725,A framework for evaluating the business value of customer data in hospitality,Piccoli G.,2008-08-19,10.1080/10507050801978331,9,Università degli Studi di Sassari,Article,
35848947016,A combined approach for segment-specific market basket analysis,Boztuǧ Y.,2008-05-16,10.1016/j.ejor.2007.03.001,52,Humboldt-Universität zu Berlin,Article,
39749189388,Pharmacy and the pharmaceutical industry: Healing the rift a hospital pharmacy perspective,Wilson A.,2008-01-28,10.1300/J058v18n02_06,4,Virginia Commonwealth University,Article,
85009548502,Utilizing importance data to identify customer segments for English public sport facilities,Liu Y.D.,2008-01-01,10.1080/13606710802200886,17,Sheffield Hallam University,Article,
80053080525,Adoption of corporate branding by managers: Case of a nordic business-to-business company,Aspara J.,2008-01-01,10.1057/bm.2008.23,13,Aalto University School of Business,Article,
57649155155,"Challenging ""Factor-cluster segmentation""",Dolnicar S.,2008-01-01,10.1177/0047287508318910,171,University of Wollongong,Article,
51649101066,Using Pretesting to Ensure Your Messages and Materials Are on Strategy,Brown K.,2008-01-01,10.1177/1524839908315134,32,University of Florida,Article,
36649023069,The impact of the internet on information sources portfolios: Insight from a mature market,Beritelli P.,2007-12-07,10.1300/J073v22n01_05,36,University of St. Gallen,Article,
36949005626,Untangling VDP: When is it right for you?,Khederian S.,2007-11-01,,0,"Catalyst Direct, Inc",Article,
35448976813,Have market focus for high performance,Frandina P.,2007-10-01,,0,Accenture,Article,
38549156178,Valuing R&amp;D projects in a portfolio: Evidence from the pharmaceutical industry,Girotra K.,2007-09-01,10.1287/mnsc.1070.0703,148,"INSEAD, Europe",Article,
43649099540,Data driven,Farish M.,2007-02-01,,0,,Article,
51249147435,What motivates which volunteers? Psychographic heterogeneity among volunteers in Australia,Dolnicar S.,2007-01-01,10.1007/s11266-007-9037-5,76,University of Wollongong,Article,
34247507155,Decision-centric active learning of binary-outcome models,Saar-Tsechansky M.,2007-01-01,10.1287/isre.1070.0111,39,McCombs School of Business,Article,
33749652740,A predictive model of inquiry to enrollment,Goenner C.,2006-12-01,10.1007/s11162-006-9021-8,16,University of North Dakota,Article,
33747888277,Monitoring disruptions in financial markets,Andreou E.,2006-11-01,10.1016/j.jeconom.2005.07.023,47,University of Cyprus,Article,
33645363026,The brand that fits,Lemberg J.,2006-03-01,,0,,Article,
