dc:identifier,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,citedby-count,affiliation,subtypeDescription,abstract
85164476265,Rethinking the role of uncertainty and risk in Marketing,Grimaldi D.,Journal of Decision Systems,2023-01-01,10.1080/12460125.2023.2232570,1,Universitat Ramon Llull,Article,"© 2023 Informa UK Limited, trading as Taylor & Francis Group.Big Data Analytics (BDA) solutions are increasingly applied in marketing, with the aim of transforming data available online to market information and competitive intelligence. When businesses encounter risky situations (calculated risks) complex models using BDA are often the go-to solution. However, there is a still a debate if BDA is the best solution in uncertain situations when unexpected phenomena arise. The present study begins to fill this gap using the Colombian context as evidence and a Fuzzy-Set Qualitative Comparative Analysis method (fs-QCA). The focus shifts from a single cause leading to performance to an analysis of different associations of conditions. There are three major findings-first, in a risky environment, BDA is not a unique condition; a combination of data maturity levels, data skills and a data-driven mindset and culture are necessary to obtain good business performance. Second, even in the era of Big Data, large companies still use simple rules (heuristics) to make decisions which improve their performance. Finally, the environmental state (uncertain, certain, risky) is a moderating factor in the choice between BDA or Heuristics. The results indicate marketing managers should use a multi-model approach incorporating both BDA and heuristics."
85159344818,Shooting for the stars: What are the topics of reviews that affect star ratings?,Ahmad S.N.,Canadian Journal of Administrative Sciences,2023-01-01,10.1002/cjas.1719,1,Morgan State University,Article,"© 2023 ASAC.There is evidence that review ratings affect sales; yet little is known about the drivers of the star ratings from the perspective of the customers who have written them. A person who writes a review touches upon many different aspects of the experience. It is intriguing to explore the underlying topics that motivate customers to provide certain star ratings. Although there have been many studies to predict rating, they are mostly data driven. A marketing perspective and a consumer theory driven approach is still in their infancy. This article aims to fill this gap in the literature, and to explore the topics of reviews and their effects in determining the star ratings of a review. Since review rating influences prospective customers, traffic to the site and ultimately sales, examining the topics that make a customer rate a review in a certain manner is theoretically and managerially important."
85153726928,Developing personas for live streaming commerce platforms with user survey data,Zhong R.,Universal Access in the Information Society,2023-01-01,10.1007/s10209-023-00996-x,3,Jiangnan University,Article,"© 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.Live streaming commerce has emerged as a novel form of online marketing that offers live streaming commerce platforms a means of meeting different user groups’ needs. The objective of this article is to examine the effects of age and gender on live streaming commerce platform usage and investigate user characteristics of these platforms in China. This study adopted a data-driven persona construction method combining quantitative and qualitative methods through the use of survey and interview. The survey involved 506 participants (age range = 19–70), and the interview involved 12 participants. The survey findings showed that age significantly affected users’ livestream platform usage, while gender did not. Younger users had higher device proficiency and operation numbers. With more trust and device use, older users used the platforms later in the day than younger users. Interview findings revealed that gender affected users’ motivations and value focus. Women tended to use the platforms as a means of entertainment. Women valued service quality and enjoyment more, while men focused on the accuracy of product information more. Four personas with significant differences were then constructed: Dedicated, Dependent, Active and Lurker. Their various needs, motivations and behavior patterns can be considered by designers to elevate the interaction of live streaming commerce platforms."
85151979523,Configuring Relationships between Analytics and Business Domain Groups for Knowledge Integration,Someh I.,Journal of the Association for Information Systems,2023-01-01,10.17705/1jais.00782,3,The University of Queensland,Article,"© 2023 by the Association for Information Systems.To realize value from their wealth of digital data, organizations are investing in data-driven organizational initiatives—efforts in which they must draw expertise in data, algorithms, and visualization together with knowledge and skills in business domains such as marketing and human resources. However, they face the challenge of crossing the knowledge divide between analytics groups and business groups. Exploring relationships between the two groups in 37 data-driven organizational initiatives, we develop a configuration-based model that explains analytics and business-domain knowledge integration through the lens of synergy. Our configurational analyses revealed five configurations of relationships between the two, which bring about two distinct change outcomes: “dedicated data groups” and “multidisciplinary teams” lead to the emergence of new data-driven ways to work, and “analytics institutionalization,” “analytics resource optimization,” and “networked communities” produce convergence, through the sharing of data-driven ways to work. Each configuration displays a distinct element of the core processes identified (“developing group connectedness,” “exchanging analytics and business domain knowledge,” and “incentivizing organizational data use”) and yields either an emergence or convergence of data-driven ways of working. The findings demonstrate how data-driven organizational initiatives can benefit from a pervasive form of organizing that entwines analytics groups and business groups such that their members’ tools, mindsets, and behaviors are merged to profoundly change ways of working. Together, these findings and the configurational methodology used provide a nuanced picture of how organizations integrate the requisite specialist knowledge across domains to realize value from data."
85150013721,Social media advertising for clinical studies: Ethical and data protection implications of online targeting,Mühlhoff R.,Big Data and Society,2023-01-01,10.1177/20539517231156127,2,Osnabrück University,Article,"© The Author(s) 2023.Social media advertising has revolutionised the advertising world by providing data-driven targeting methods. One area where social media advertising is just gaining a foothold is in the recruitment of clinical study participants. Here, as everywhere, social media advertising promises more yield per money spent because the technology can better reach highly specialised groups. In this article, we point out severe societal risks posed by advertising for clinical studies on social media. We show that social media advertising for clinical studies in many cases violates the privacy of individual users (R1), creates collective privacy risks by helping platform companies train predictive models of medical information that can be applied to all their users (R2), exploits the weaknesses of existing guidelines in (biomedical) research ethics (R3) and is detrimental to the quality of (biomedical) research (R4). We argue that the well-intentioned promises, which are often associated with the use of social media advertising for clinical studies, are untenable from a balanced point of view. Consequently, we call for updates of research ethics guidelines and better regulation of Big Data and inferential analytics. We conclude that social media advertising – especially with vulnerable patient populations – is not suitable as a recruitment tool for clinical studies as long as the processing of (even anonymised) social media usage data and the training of predictive models by data analytics and artificial intelligence companies is not sufficiently regulated."
85149727107,Defining content marketing and its influence on online user behavior: a data-driven prescriptive analytics method,Barbosa B.,Annals of Operations Research,2023-01-01,10.1007/s10479-023-05261-1,28,Universidade do Porto,Article,"© 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.Content marketing involves producing and distributing content effectively and initially through digital channels. However, digital marketing strategies and business models can succeed only if content marketing is developed correctly. This study aims to develop a relevant theoretical framework linked to content marketing and identify the leading techniques and uses linked to its development. In this context, we developed an innovative data-driven methodology consisting of three steps. In the first phase, sentiment analysis that works with machine learning was conducted with Textblob, and four experiments were performed using support vector classifier, multinomial naïve bayes, logistic regression, and random forest classifier. First, we aimed to increase the accuracy of sentiment analysis (negative, neutral and positive) of a sample of user-generated content collected from the social network Twitter. Second, a mathematical topic-modelling algorithm known as latent dirichlet allocation was used to divide the database into topics. Finally, a textual analysis was developed using the Python programming language. Based on the results, we identified 11 topics, of which four were positive (Smart Content, Video Marketing, Podcast, and Influencer Marketing). Six of them were neutral (Content Personalization, Social Media Posts, Blogging, search engine optimization, Advergames, and NFTs), and one was negative (Email Marketing). Our results suggest that companies should use content personalisation ethically, mainly when AI-based techniques are used to predict user behaviors. While content marketing strategies are a fundamental part of digital marketing tactics, they can elicit changes in user online behavior when Big Data or AI algorithms are used. This fact raises concerns about the non-ethical design of online strategies in digital environments and the imperative that content marketing strategies should not be developed with purely economic and profitability interests."
85148294493,Hamiltonian sequential Monte Carlo with application to consumer choice behavior,Burda M.,Econometric Reviews,2023-01-01,10.1080/07474938.2022.2140982,0,University of Toronto,Article,"© 2023 Taylor & Francis Group, LLC.The practical use of nonparametric Bayesian methods requires the availability of efficient algorithms for posterior inference. The inherently serial nature of traditional Markov chain Monte Carlo (MCMC) methods imposes limitations on their efficiency and scalability. In recent years, there has been a surge of research activity devoted to developing alternative implementation methods that target parallel computing environments. Sequential Monte Carlo (SMC), also known as a particle filter, has been gaining popularity due to its desirable properties. SMC uses a genetic mutation-selection sampling approach with a set of particles representing the posterior distribution of a stochastic process. We propose to enhance the performance of SMC by utilizing Hamiltonian transition dynamics in the particle transition phase, in place of random walk used in the previous literature. We call the resulting procedure Hamiltonian Sequential Monte Carlo (HSMC). Hamiltonian transition dynamics have been shown to yield superior mixing and convergence properties relative to random walk transition dynamics in the context of MCMC procedures. The rationale behind HSMC is to translate such gains to the SMC environment. HSMC will facilitate practical estimation of models with complicated latent structures, such as nonparametric individual unobserved heterogeneity, that are otherwise difficult to implement. We demonstrate the behavior of HSMC in a challenging simulation study and contrast its favorable performance with SMC and other alternative approaches. We then apply HSMC to a panel discrete choice model with nonparametric consumer heterogeneity, allowing for multiple modes, asymmetries, and data-driven clustering, providing insights for consumer segmentation, individual level marketing, and price micromanagement."
85146193113,How causal machine learning can leverage marketing strategies: Assessing and improving the performance of a coupon campaign,Langen H.,PLoS ONE,2023-01-01,10.1371/journal.pone.0278937,5,Helsingin Yliopisto,Article,"Copyright: © 2023 Langen, Huber. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.We apply causal machine learning algorithms to assess the causal effect of a marketing intervention, namely a coupon campaign, on the sales of a retailer. Besides assessing the average impacts of different types of coupons, we also investigate the heterogeneity of causal effects across different subgroups of customers, e.g., between clients with relatively high vs. low prior purchases. Finally, we use optimal policy learning to determine (in a data-driven way) which customer groups should be targeted by the coupon campaign in order to maximize the marketing intervention's effectiveness in terms of sales. We find that only two out of the five coupon categories examined, namely coupons applicable to the product categories of drugstore items and other food, have a statistically significant positive effect on retailer sales. The assessment of group average treatment effects reveals substantial differences in the impact of coupon provision across customer groups, particularly across customer groups as defined by prior purchases at the store, with drugstore coupons being particularly effective among customers with high prior purchases and other food coupons among customers with low prior purchases. Our study provides a use case for the application of causal machine learning in business analytics to evaluate the causal impact of specific firm policies (like marketing campaigns) for decision support."
85144619207,Artificial intelligence and resource optimization: A study of Fintech start-ups,Almansour M.,Resources Policy,2023-01-01,10.1016/j.resourpol.2022.103250,15,Al-Imam Muhammad Ibn Saud Islamic University,Article,"© 2022 Elsevier LtdFinTechs have transformed financial service delivery by leveraging technology to execute many traditional banking functions in a superior manner. Within technology usage, the adoption of disruptive technologies such as Artificial Intelligence (AI) has been the most discussed in the FinTech space. However, the entire discussion has been either from the perspective of the use of data-driven driven algorithms, the benefits of AI, or the effect of AI on the labor market. Very few studies have focussed on examining how implementing disruptive technologies such as AI can affect FinTech start-ups’ internal organizational resources and external natural resources including minerals and the allied industries. The present study addresses this gap by collecting qualitative data from 25 employees of FinTech start-ups in the United Kingdom to understand their impact on resources, particularly the natural ones including minerals. The collected data was analyzed to uncover how the implementation of disruptive digital technologies such as AI in day-to-day operations and digital marketing of FinTech start-ups impacted the internal organizational resources, including employees. The study also sought to uncover the impact of the same on the external resources – customers, and the environment including mineral resources and the allied industry. The study's findings provide valuable insights into how FinTech start-ups can gain from AI implementation in their operations, digital marketing, and resource use optimization."
85138160667,A NEW DATA-DRIVEN ROBUST OPTIMIZATION APPROACH TO MULTI-ITEM NEWSBOY PROBLEMS,Kou Y.,Journal of Industrial and Management Optimization,2023-01-01,10.3934/jimo.2021180,5,Central South University,Article,"© 2023, Journal of Industrial and Management Optimization. All Rights Reserved.A newsboy problem is a typical stochastic inventory management problem and has extensive applications in the fields of operational research, management sciences and marketing sciences. One of the challenges underlying such problems is to handle the uncertainty of demands. In the existing results, it is often to assume that the demand distribution is given to facilitate solution of the problems. In this paper, a novel data-driven robust optimization model for solving multi-item newsboy problems is proposed by combining the absolute robust optimization with a data-driven uncertainty set, and the latter is leveraged to address the uncertainty of demands. For the single-item situation, a closed-form solution is obtained and influences of parameters on the optimal solutions are analyzed. Owing to complexity of the multi-item situation, a uniform smoothing function is leveraged to smooth the proposed model. Then, an algorithm, called a modified Frank-Wolfe feasible direction algorithm, is developed to solve a series of smooth subproblems. Numerical simulation demonstrates that the proposed model in this paper can reduce over-conservation of robust optimization methods and is more robust than other similar well-established methods in the literature. By numerical simulation and sensitivity analysis, it is concluded that: (1) The proposed method can provide more stable optimal order policy and profits than the existing ones; (2) For a product with a higher unit purchase price, the optimal order quantities are more sensitive to its change; (3) In view of profitability, the newsboy should not to be too risk-averse."
85122651072,Emojis: can it reduce post-purchase dissonance?,Indwar R.G.,Journal of Strategic Marketing,2023-01-01,10.1080/0965254X.2021.2013935,5,Indian Institute of Management Ranchi,Article,"© 2022 Informa UK Limited, trading as Taylor & Francis Group.Online food purchase over mobile apps is growing, and so is the competition between the different apps. Any dissatisfaction from the mobile app causes dissonance and customer attrition. The present study aims to highlight emoji’s impact in lessening dissonance through selective personalized post-purchase communication. The study explores emoji’s contrasting effect measured online between-group experimental designs among 431 participants. The results showed emoji presence in post-purchase communication lessens customers’ anxiety and enhances satisfaction and liking. Further, the results revealed a positive impact of emoji presence on customers repurchase intention and recommendation (eWOM) behavior. The study adds to the literature on the importance of a richer communication medium in an online business, especially in the post-purchase dissonance context."
85113231418,Digital marketing in SMEs via data-driven strategies: Reviewing the current state of research,Saura J.R.,Journal of Small Business Management,2023-01-01,10.1080/00472778.2021.1955127,27,Universidad Rey Juan Carlos,Article,"© 2021 International Council for Small Business.The development of the Internet and the implementation of traditional marketing strategies have given rise to the emergence of digital marketing strategies exploited both by SMEs and large companies. These companies combine data sciences with digital marketing strategies to sell products, generate brand awareness, or access new markets. The present study aims to understand the role and use of data science by SMEs in their online marketing performance. The research method used in this study is a systematic literature review. The data were analyzed using multiple correspondence analysis (MCA) in the programming language R. Based on the results, we identify a total of seven state-of-the-art uses of data science in digital marketing used by SMEs in their online marketing strategies that are graphically represented and analyzed. In addition, four future lines of research are proposed and discussed to understand the direction of the next steps that SMEs should take to successfully develop their digital strategies. Finally, the review concludes with a discussion of the theoretical and practical implications of our findings for further research on the influence and use of data sciences in SMEs' online marketing performance."
85150773802,Data-driven influencer marketing strategy analysis and prediction based on social media and Google Analytics data,Purba K.R.,Applied Marketing Analytics,2022-12-01,,0,University of Southampton,Article,
85150730326,Knowing the levers to pull to measure and optimise digital marketing performance,Russo E.L.,Applied Marketing Analytics,2022-12-01,,0,Digivizer Pty Ltd,Article,
85146845031,Studying the Relationship between Artificial Intelligence and Digital Advertising in Marketing Strategy,Sabharwal D.,"Journal of Content, Community and Communication",2022-12-01,10.31620/JCCC.12.22/10,2,Sharda University,Article,"© 2022,Journal of Content, Community and Communication. All Rights Reserved.Introduction – Current study examines the relationship between Digital Advertising (DA) and Artificial Intelligence (AI) and their impact on creating a suitable Marketing Strategy (MS) for any organization. The study suggests some measures that can help marketers to improve their marketing strategies. As a genuine branch of Marketing science, digital marketing managed to create value for organizations and increased engagement with customers through electronic services. The Digital era has helped industries monitor their procedures including branding, promotion, advertising, production, channel distribution, etc. Based on gathered data, interactive customer experience, and a digital overview of procedures and sales, business managers could make more accurate and data-driven decisions. Methodology: This paper searches the various dimensions attached to the concept of artificial intelligence and digital advertising. It is a descriptive study; the survey method was used for the collection of data. Artificial Intelligence Survey Instrument (Weng, 2020), and Marketing Strategy Scale (Weng, 2020), whose face, discriminant, and construct validity were measured. Apart from this, Cronbach's alpha coefficient (α) and composite reliability (CR) were calculated to measure their reliability. Analysis of required data was done by using the SPSS software package (ver. 22) in the form of descriptive statistics as well as the SmartPLS software by means of inferential statistics and structural equation modelling (SEM). Results: The way we communicate with consumers has changed marketing. It is morphing every day and that’s where the big shift has happened. The big change that is happening in marketing, is artificial intelligence and machine learning. It creates new opportunities for storytelling and marketing. It will change how people interact with information, technology, brands, and services. Thus, marketers must adopt artificial intelligence systems in their marketing strategies to succeed in the present era of digital marketing. It saves both time and money for the marketers, customers, and prospects; and occupies the minds of customers without human intervention. The study results can be assistance to business managers and strategy practitioners to figure out the interrelationships between DA and AI, and their impact on marketing strategy formation."
85143386178,Managing Creativity in the Age Of Data-Driven Marketing Communication A Model for Agencies to Improve Their Distribution and Valuation of Creativity,Kallevig A.,Journal of Advertising Research,2022-12-01,10.2501/JAR-2022-025,2,Kristiania University College,Article,"© 2022, World Advertising Research Center. All rights reserved.Whereas the need for integrated marketing communication has been given considerable attention by researchers in recent decades, the integration of creativity into integrated marketing communication has not. Differences between how creativity is valued in advertising versus specialized digital marketing agencies within an integrated marketing communication environment may lead to brand message diffusion. The current study addresses these differences and investigates what defines, drives, and inspires creative collaboration and how it relates to the motivational theory of creativity. Drawing on a social-constructivist methodology, the authors generated empirical data from leaders of industry-acclaimed agencies from four European countries (Norway, Italy, France, and the United Kingdom). On the basis of that data, the authors propose a conceptual model which managers can use as a roadmap for improving the creative integrated marketing communication process, while opening the door to future research possibilities."
85139122605,"Analyzing the past, improving the future: a multiscale opinion tracking model for optimizing business performance",Sigari S.,Humanities and Social Sciences Communications,2022-12-01,10.1057/s41599-022-01325-y,3,Bloomberg L.P.,Article,"© 2022, The Author(s).The complexity of business decision-making has increased over the years. It is essential for managers to gain a confident understanding of their business environments in order to make successful decisions. With the growth of opinion-rich web resources such as social media, discussion forums, review sites, news corpora, and blogs available on the internet, product and service reviews have become an essential source of information. In a data-driven world, they will improve services and operational insights to achieve real business benefits and help enterprises remain competitive. Despite the prevalence of textual data, few studies have demonstrated the effectiveness of real-time text mining and reporting tools in firms and organizations. To address this aspect of decision-making, we have developed and evaluated an unsupervised learning system to automatically extract and classify topics and their emotion score in text streams. Data were collected from commercial websites, open-access databases, and social networks to train the model. In the experiment, the polarity score was quantified at four different levels: word, sentence, paragraph, and the entire text using Latent Dirichlet Allocation (LDA). Using subjective data mining, we demonstrate how to extract, summarize, and track various aspects of information from the Web and help traditional information retrieval (IR) systems to capture more information. An opinion tracking system presented by our model extracts subjective information, classifies them, and tracks opinions by utilizing location, time, and reviewers’ positions. Using the online-offline data collection technique, we can update the library topic in real-time to provide users with a market opinion tracker. For marketing or economic research, this approach may be useful. In the experiment, the new model is applied to a case study to demonstrate how the business process improves."
85131628298,Development of a digital platform to improve community response to overdose and prevention among harm reduction organizations,Claborn K.,Harm Reduction Journal,2022-12-01,10.1186/s12954-022-00636-2,5,The University of Texas at Austin,Article,"© 2022, The Author(s).The overdose crisis in the USA remains a growing and urgent public health concern. Over 108,000 people died due to overdose during 2021. Fatal and non-fatal overdoses are under-reported in the USA due to current surveillance methods. Systemic gaps in overdose data limit the opportunity for data-driven prevention efforts and resource allocation. This study aims to improve overdose surveillance and community response through developing a digital platform for overdose reporting and response among harm reduction organizations. We used a community-engaged, user-center design research approach. We conducted qualitative interviews with N = 44 overdose stakeholders including people who use drugs and harm reductionists. Results highlighted the need for a unified, multilingual reporting system uniquely tailored for harm reduction organizations. Anonymity, data transparency, protection from legal repercussions, data accuracy, and community-branded marketing emerged as key themes for the overdose platform. Emergent themes included the need for real-time data in a dashboard designed for community response and tailored to first responders and harm reduction organizations. This formative study provides the groundwork for improving overdose surveillance and data-driven response through the development of an innovative overdose digital platform."
85125323281,"Benefits, challenges and future developments in digital analytics in German-speaking countries: An empirical analysis",Zumstein D.,Applied Marketing Analytics,2022-12-01,,5,ZHAW Zurich University of Applied Sciences,Article,
85123064990,Automatic customer targeting: a data mining solution to the problem of asymmetric profitability distribution,Rogić S.,Information Technology and Management,2022-12-01,10.1007/s10799-021-00353-5,1,University of Montenegro,Article,"© 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.This paper proposes a data mining approach for automatic customer targeting based on their expected profitability. The main challenge with customer profitability prediction is asymmetry, i.e., skewness of the distribution, because the number of highly profitable customers is very small compared to others. Although data mining methods are more resistant to sample heterogeneity than statistical ones, due to strong skewness, the accuracy of predictions often decreases as the value of profit increases. These few customers are actually outliers which can make data-driven methods to overestimate predicted amounts, but on the other hand, they contain very important information about the most valuable customers, so it is not advisable to remove them. In this paper, a data mining approach for overcoming these problems is proposed. The results show that the relative error in predicting the absolute amount of the profitability of the most valuable customers is very small and does not differ much from the error for other customers, unlike previously applied methods where predicting high profitability was less accurate. Accordingly, the specific implication of the high accuracy is more efficient identification of the most profitable customers, which ultimately make a greater contribution to the company in terms of revenue. Also, due to the good precision of the model, errors in the assessment of highly profitable and risky customers are reduced, which leads to savings in unnecessary costs for the marketers."
85133901488,Obese customers’ fitness goal disclosure on social media: exploring weight-loss image sharing on emotions and healthy lifestyle aspirations,Singh G.,European Journal of Marketing,2022-11-30,10.1108/EJM-07-2021-0518,7,University of the South Pacific,Article,"© 2022, Emerald Publishing Limited.Purpose: Obesity is today’s most neglected, yet blatantly visible, public health problem. This study aims to examine the role of social media and goal-directed behavior in motivating healthy lifestyle intentions for customers experiencing obesity. It investigates the distinct roles of self-conscious emotions (shame and pride) and weight-transformational posts shared by others on social media as moderators of these relationships. Design/methodology/approach: The conceptual model uses the goal-directed behavior theory and social comparison theory, tested using data collected from 804 obese customers in Fiji through an experimental design. Findings: Weight-loss transformation posts by others on social media, elicit distinct emotions for obese customers. Obese customers who felt guilt and shame due to shared weight-loss transformation posts showed a stronger association between goal disclosure and healthy lifestyle intention. In addition, the association between goal disclosure and healthy lifestyle intention is conditionally mediated by goal commitment, specifically for those obese customers that elicited guilt over shame due to shared weight-loss transformation posts by others on social media. Research limitations/implications: Despite the adoption of an experimental design using a fictional stimulus being a commonly used method in marketing studies, external validity issues are likely. Also, this study examines obese customer behavior relating to Facebook. In addition, data collection for this study has been done from a single country perspective. Therefore, caution needs to be exercised when generalizing the findings of this study. Practical implications: The findings assist businesses and marketers in the health and fitness industry to better leverage social media and goal-directed behavior and understand the emotions of obese customers to undertake data-driven precision marketing strategies. Originality/value: The findings provide novel insights into goal disclosure and commitment, electronic word-of-mouth on social media platforms, self-conscious emotions and healthy lifestyle intentions for customers experiencing obesity."
85144759309,How to Use the Six-Step Digital Ethnography Framework to Develop Buyer Personas: The Case of Fan Fit,Fenton A.,JMIR Formative Research,2022-11-01,10.2196/41489,1,Chester Business School,Article,"© 2022 JMIR Human Factors. All rights reserved.Background: One of the key features of digital marketing is customer centricity, which can be applied to the domain of health. This is expressed through the ability to target specific customer segments with relevant content using appropriate channels and having data to track and understand each interaction. In order to do this, marketers create buyer personas based on a wide spectrum of quantitative and qualitative data. Digital ethnography is another established method for studying web-based communities. However, for practitioners, the complexity, rigor, and time associated with ethnographical work are sometimes out of reach. Objective: This paper responds to the gaps in the practically focused method of using social media for digital ethnography to develop buyer personas. This paper aims to demonstrate how digital ethnography can be used as a way to create and refine buyer personas. Methods: Using a case study of the Fan Fit smartphone app, which aimed to increase physical activity, a digital ethnography was applied to create a better understanding of customers and to create and refine buyer personas. Results: We propose two buyer personas, and we develop a 6-step digital ethnography framework designed for the development of buyer personas. Conclusions: The key contribution of this work is the proposal of a 6-step digital ethnography framework designed for the development of buyer personas. We highlight that the 6-step digital ethnography could be a robust tool for practitioners and academicians to analyze digital communications for the process of creating and updating data-driven buyer personas to create deeper insights into digital and health marketing efforts."
85141847366,A Machine Learning-Based 10 Years Ahead Prediction of Departing Foreign Visitors by Reasons: A Case on Türkiye,Tutsoy O.,Applied Sciences (Switzerland),2022-11-01,10.3390/app122111163,6,Adana Alparslan Türkeş Science and Technology University,Article,"© 2022 by the authors.The most important underlying reasons for marketing failures are incomplete understanding of customer wants and needs and the inability to accurately predict their future behaviors. This study develops a machine learning model to estimate the number of departing foreign visitors from Türkiye by reasons for the next 10 years to gain a deeper understanding of their future behaviors. The data between 2003 and 2021 are extensively analyzed, and a multi-dimensional model having a higher-order fractional-order polynomial structure is constructed. The resulting model can predict the 10 reasons of departing foreign visitors for the next 10 years and can update the predictions every year as new data becomes available as it has stable polynomial parameters. In addition, a batch-type genetic algorithm is modified to learn the unknown model parameters by considering the disruptions, such as the coup attempt in 2016 and the COVID-19 pandemic outbreak in 2019, termed as uncertainties. Thus, the model can estimate the overall behavior of the departing foreign visitors in the presence of uncertainties, which is the dominant character of the foreign visitors by their reasons. Furthermore, the developed model is utterly data-driven, meaning it can be trained with the data collected from different cities, regions, and countries. It is predicted that the departing foreign visitors for all reasons will increase at various rates between 2022 and 2031, while the increase in transit visitors is predicted to be higher than the others. The results are discussed, and suggestions are given considering the marketing science. This study can be helpful for global and local firms in tourism, governmental agencies, and civil society organizations."
85135975694,Promotional Predictive Marketing: User Centric Data Driven Approach,Tokdar S.,SN Computer Science,2022-11-01,10.1007/s42979-022-01342-3,2,B.P. Poddar Institute of Management and Technology,Article,"© 2022, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.This paper proposes value addition to the classical Influence Maximization problem by introducing a quality measure to the participating nodes. The quality measure signifies the ‘propensity to buy’ of a customer (node) in a promotional marketing campaign context. Two metrics, Individual Net Worth (INW) and Neighborhood Net Worth (NNW) are proposed to measure the potential of a customer(s) in buying a given product. The proposed solution, through a heuristic approach, is capable of spreading the influence to the customers with a higher propensity to buy the product. The solution is scalable and adaptable to address user requirements. All these claims are substantiated through experimental results on public datasets. We performed a comparative study with notable algorithms in this domain. The result shows that the proposed approach selects seeds of higher quality as well as maximizes the overall quality (worth) of the influenced nodes in comparison to the notable algorithms, without any adverse impact on time complexity."
85135941934,Consequences of personalized product recommendations and price promotions in online grocery shopping,Hallikainen H.,Journal of Retailing and Consumer Services,2022-11-01,10.1016/j.jretconser.2022.103088,24,Itä-Suomen yliopisto,Article,"© 2022 The AuthorsShopping convenience can be turned into a competitive advantage for online grocery retailers. Consequently, we study how personalized product recommendations (recommendation agents) and price promotions (algorithmic pricing) compensate for the negative impact that consumer's perceived cognitive effort causes on loyalty. By default, the relationship from perceived cognitive efforts to attitudinal and behavioral loyalty is negative, yet these results demonstrate that personalized price promotions lessen the negative impact, while personalized product recommendations do not have such an influence. The findings contribute to a better understanding of personalized marketing activities in today's data-driven online grocery retailing."
85135134847,Privacy controls as an information source to reduce data poisoning in artificial intelligence-powered personalization,Cloarec J.,Journal of Business Research,2022-11-01,10.1016/j.jbusres.2022.07.045,12,Université Jean Moulin Lyon 3,Article,"© 2022 Elsevier Inc.The latest advances in data-driven marketing, such as real-time personalization, have increasingly made consumers more vulnerable. In response, some consumers deliberately falsify information in order to redress the balance of power, a practice that constitutes a serious threat to the digital economy. The topic of falsification is still largely under-researched in information systems and marketing. Based on protection motivation theory, the author conceptualizes privacy controls as a source of information and the falsification of information as a coping response, with vulnerability representing the threat appraisal mechanism and self-efficacy the coping appraisal mechanism. Through a within-subject experiment (n = 207), the results of the mediation analysis for repeated measures show that the effect of privacy controls as a source of information on the falsification of information is fully mediated by vulnerability and self-efficacy. The author provides insights for managers regarding the significant trade-off between reducing consumer vulnerability and maintaining the usefulness of the data."
85135008520,A Test for Product Design Features Perceived as Sustainable to Drive Online Purchasing Decisions,El Dehaibi N.,Journal of Mechanical Design,2022-11-01,10.1115/1.4054873,0,Stanford Engineering,Article,"© 2022 by ASME.Designers are challenged to create sustainable products that succeed in the marketplace, often relying on life cycle analyses to identify engineered sustainable features while neglecting perceived-as-sustainable (PAS) features. PAS features may not contribute to engineered sustainability but are identified by customers as sustainable. In previous papers, we proposed methods for extracting PAS features from online reviews using machine learning techniques and validating them using collage placement techniques. We demonstrated our methods using French presses (and other products). In this paper, we combined design and marketing approaches to test previously extracted PAS features in terms of purchasing products that include PAS features, as compared to others that do not. We built a simulated Amazon shopping experience using incentive alignment and constructed a within-subject, fractional factorial design with a variety of product features and physical appearances. We collected data on purchase intent, willingness to pay, and sustainability rating. We found that participants opted to purchase products with PAS features more often than products with features that are not PAS, termed ""dummy""features. Participants also indicated they were willing to pay more for products with PAS features and rated those products as more sustainable, despite the features not contributing to engineered sustainability. Our findings demonstrate the potential value of identifying and including PAS features in sustainable products and a new application for shopping simulation experiments in design research. We recommend that sustainable designers include both engineered and PAS features in sustainable products to align with customer needs, drive purchasing decisions, and potentially increase profitability."
